"Faheem finds a good length straight away, and the delivery is defended from the crease"
"a touch straighter this time, and Amla turns it round the corner to put South Africa on the board"
"floated fuller by Faheem, at 127km/h, and Reeza is forward in defence to meet it"
"nice lines from the bowler, and Hendricks stands at the crease to defend an off stump delivery back down the track"
"fuller and wider from Faheem, Hendricks has a good look and lets the ball pass him"
"nice and full, angling in towards the stumps, and Hendricks presents the full face to defend"
"angled across Amla, but nice and full, and Amla props half forward to defend"
"<b>whipped off the pads with grace and ease by Amla</b>, you can't bowl there to him. Shinwari's line was just off, heading too leg side, and Amla made no mistake"
"skidding off a length, and with a better line from Shinwari. Amla hops to defend"
"<b>streaky!</b> Shinwari pushes the ball up to the bat, and a touch of swing in to the right means the ball takes a healthy inside edge and rolls to fine leg"
"Shinwari tests Hendricks on an off stump line. The batsman is neither forward nor back, and as the ball rolls to cover there's no time for a single to get him off the mark"
"Hendricks leans over and angles his bat at a pacy delivery on off stump, 141km/h, and collects a single down to third man"
"Hendricks takes his bottom hand off the bat as he stretches forward and swings through a drive at a full one, but it's mistimed to cover point"
"Faheem pulls his length back a touch, and Hendricks rolls his wrists over the ball but can't beat midwicket"
"<b>this time he beats midwicket!</b> Wonderfully placed by Hendricks. Again Faheem's length is just a little on the short side, and his line is straight, but his time Hendricks makes sure to flick the ball square to beat the fielder on his right"
"better length from Faheem, and a touch of wobble through the air too as Hendricks comes forward to defend"
"<b>cleanly driven, on the up, through point</b>. All class from Hendricks. He's forward to meet the ball, and angles his bat on contact to beat point with a checked drive"
"Faheem zones his line in tight on off stump, and this time Hendricks leans forward to defend back down the track"
"Amla thrusts his hands out at a wide-ish delivery outside off, and collects one to third man"
"<b>Shinwari gifts a length delivery down the leg side, and Hendricks just needs to put bat on it</b>. His flick has the beating of short fine leg, and that's another boundary"
"much better line from Shinwari, landing on middle and angling towards off stump. Hendricks defends under his eyes"
"skidding through at 139km/h on a full, off stump line, and Hendricks' defence is just a little rushed as he jabs the bat down"
"Shinwari digs one in short, but Hendricks rocks back and rolls his wrists over a pull to find the man out at deep square leg for one"
"Amla triggers across to off stump, but a full ball rushes through wider of the stumps and he raises his hands to let it through"
"Hendricks walks into a crisp forward push, but he pings the cover field"
"Hendricks chops down at a full ball, just outside off, and it's placed well enough past point for the batsmen to rush back for a second"
"wicket to wicket from Faheem, and Hendricks is happy to defend into the off side"
"Hendricks is all light feet and high left elbow as he comes forward to drive, but again he finds the cover field"
"just short of a good length, and Hendricks sends the ball gliding off the face of the bat down to third man for one"
"Faheem slings one down nice and full, on an off stump line, and a becalmed Amla is forward to defend"
""
"a touch too straight, and Hendricks flicks over the ball to collect a single through midwicket"
"Shinwari finds the inside half of Amla's bat with a rising delivery on middle, but the ball rolls into space and they steal a single"
"Shinwari hits the deck at 138km/h, Hendricks coming half forward to defend"
"tapped down behind point, and Hasan Ali cleans up near the boundary to keep them to one"
"<b>well stopped!</b> Amla met the ball with supple wrists and might have collected a trademark boundary through point, had Shadab Khan not sprung to his right to stop it cleanly in that position"
"speared down full outside off, and Hendricks chops to cover"
"drifting in to beat the flick, and there's an appeal as ball strikes pad. But it's headed down the leg side"
"Imad's line moves a little wider, Hendricks presents the full face to tap the ball back to him"
"drifting down the leg side, and Hendricks clips with the drift to find a singe through square"
"tight lines, and Amla comes forward watchfully to defend"
"slung down the leg side, and Amla helps it on its way to collect a single to deep square"
"he comes round the wicket to Amla, who hops over a rising delivery and angles his bat to get the ball to third man"
"Hendricks steps forward into a checked drive that is well timed, but intercepted by a tumbling fielder at extra cover"
"dug in short and fast at 143km/h, but Hendricks is equal to it, rocking back to pull out to the fielder at deep square"
"fired in full and straight by Shinwari, from around the wicket, to hurry Amla's defence"
"Shinwari hones in on an off stump line, and Amla tries to manufacture some width but he can't beat point"
"<b>well bowled!</b> Again Shinwari tucks Amla up, offering no width at all from around the wicket. Amla aims a slightly flat-footed jab at the ball, which takes the inside edge and rolls to short fine leg"
"<b>a freebie for Hendricks, and he doesn't miss out</b>. Imad sends a full one down the leg side and Hendricks clips it easily past the fielder at short fine"
"drifting in once more on the breeze, but this time the line is better and Hendricks misses a flick"
"full and wide outside off, and Hendricks' drive goes straight to cover"
"once again Imad draws Hendricks forward into a drive, but once more the shot goes straight to the cover fielder"
"three in a row! Imad is settling into a groove after the loose start to the over, and a third drive pings cover"
"just a touch too straight, but Hendricks keeps finding the field, this time on the leg side"
"<b>eased through wide mid on!</b> Just a little full, just a little straight, but that's more than enough for Amla to send the ball racing through wide mid on for a well timed boundary"
"straight lines once again from Faheem, but Amla's flick finds the fielder at fine leg this time"
"floated full on off stump, and Hendricks continues to keep the fielders busy with a drive to cover"
"Hendricks uses his wrists to work the ball into the leg side, and Imad is caught napping at mid on. Sarfraz gives him a bit of an earful after Hendricks and Amla steal a single"
"<b>deft touch!</b> This is all placement and wristwork from Amla, who waits on a rising delivery outside off and then dabs his bat down at just the right moment to send the ball fine down to third man"
"Amla steps into a slashed drive, but the ball is half stopped by a tumbling point fielder and it's just the one"
whipped off the pads and out to deep midwicket for one
"<b>chipped in the air and high out to wide long on!</b> There's a strong wind blowing across this ground, and Hendricks hit his shot with the wind and timed it perfectly. Didn't bother keeping it down, and the ball nearly carried for six"
"a touch shorter outside off stump, and Hendricks punches in front of square for one"
"Amla is forward to drive, but sends the ball straight back to the bowler"
"<b>perfect placement on the cut!</b> There are two men behind square waiting to stop the cut, but Amla threaded his shot right between them to collect four"
"pushed through flat and fast outside off, Amla misses his cut"
"starts with a loosener down the leg side, but it's not unduly punished and Hendricks can only get one with a whip to midwicket"
Amla gets across to the off stump and works the ball right between midwicket and mid on for a rushed single
"Hafeez continues with his very straight line, and Hendricks works the ball off his pads for one"
"flicked with authority by Amla, the ball racing through square leg before being picked up by the sweeper"
"nudged off the toes by Hendricks, and the man in the deep on the leg side has more work to do"
"Hafeez lands one outside off, and Amla punches through cover for one"
"pushed out firmly through cover point, but with a defensive field it's just the one"
"<b>beaten outside off!</b> This one actually gripped and turned, and Hendricks wasn't expecting it"
"<b>great stop on the boundary from Hafeez!</b> This looked like four after Hendricks stayed back to thrash through cover, but Hafeez sprinted around the boundary and even put in a dive to cut it off"
"pushed through cover, just the one"
eased to long on by Amla
Hendricks steps forward and flicks the ball off his pads for a single through square leg
Hendricks stays deep in his crease and works with the turn through midwicket
"full and straight from Hafeez, and Amla comes forward to drive to long on"
"Hafeez continues with the wicket to wicket line, and Hendricks nudges through midwicket for one"
"a touch wider outside off this time, and Amla's drive can't beat mid off"
"landing on a middle and leg line, and Amla waits on it before whipping the ball down to fine leg"
"Hafeez sticks to that very straight line, and Hendricks uses the angle to collect a single through square leg"
"Hasan's line also starts very straight, and Hendricks leans into a very handsome on drive. Imam puts in a dive at mid on, half stopping the ball, and they're kept to two"
"seaming in off the track, and it possibly keeps just a little low as Hendricks can only get an inside edge on his glance"
"full length, and aimed right at the stumps. Hendricks doesn't move his feet much, defending from the crease"
"Hasan continues to target the stumps, and Hendricks doesn't seem too keen to take any risks, watchfully defending"
"wicket to wicket stuff, and Hendricks can only push it defensively back to the bowler"
"Hendricks punches a rising length delivery from the crease, and collects a single out to the cover sweeper"
"looped up outside off, and Hendricks immediately looks to get after the bowler with an aggressive sweep. But he keeps the shot down and collects one out into the deep"
"some dip and some turn for Shadab, Amla chopping to point"
"thrashed a little harder this time by Amla, but it's intercepted at point"
"wonderfully bowled by Shadab, the ball dipping on a middle stump line and then ripping away from the bat. Amla defends"
"ah, and after that great delivery he offers up tempting width and Amla doesn't miss out, thrashing a square drive through point, all along the ground for four"
"slider to finish from Shadab, and though Amla reads it late he manages to jab the bat down in time"
"Hendricks stands tall at the crease to punch to cover, but finds the field"
"fuller and straighter from Hasan, and Hendricks pushes the ball back to him"
Hendricks is forward to defend to point
"accurate stuff from Hasan, and Hendricks sends the ball defensively to point once again with an angled bat"
"the ball skids on off a lenght, beating Hendricks' pull on the under edge and striking him on the thigh"
"excellent end to a strong over from Hasan, and all Hendricks can do is defend back down the track"
"Shadab continues, and after Amla slips while playing a sweep and is struck on the pad, there's an appeal <b>and a review</b>. Not out is the call from the umpire. The ball landed very full, but outside leg stump it seems. Yep, not much going for that review, and perhaps it was one of desperation. Not out"
"nicely full and straight, and Hendricks stretches forward to defend"
"Hendricks whips his wrists over a full one, but the ball rolls straight back to Shadab"
"<b>slog swept in the air, and Hasan makes no mistake at midwicket!</b> Hendricks had looked to sweep Shadab as soon as he came on, but the shot has proved his undoing, the ball taking the top edge and presenting Hasan, at midwicket on the edge of the circle, with a fairly straightforward chance. He holds on, despite a bit of wobble in the breeze as the ball came down, and Pakistan have struck"
"short of a length outside off, backs away and cuts to sweeper cover"
"full toss on middle stump, driven to mid-on"
"short and wide outside off, chops to third man's right"
short of a length and in at the corridor. Looks to punch through cover and is beaten on the inside edge
"length at middle stump, defended into the leg side off the inside edge"
"length at off stump, blocked on the front foot"
length and in at off stump. Defended solidly on the front foot
"length and angled in at off stump. Looks to punch through the off side on the up, gets an inside edge onto thigh"
"short and wide outside off, cut to sweeper"
"length ball sliding on at off stump, defended off the inside half on the front foot"
<b>beaten.</b> Draws him forward with a loopy full ball outside off and spins it past as he leans in for the drive
"length at middle stump, defended to short fine off the inside edge"
"short of a length at off stump, punched to long-off off the back foot"
"length outside off, looks to drive on the up, gets an inside edge through midwicket"
"short of a length just outside off, opens the face and runs it down to third man"
"length outside off, punched to mid-off on the up"
length and in at middle stump. Tapped to mid-on and they catch him flat-footed as they steal the single
"length at leg stump, flicked to deep square' s left"
"length at leg stump, flicked to midwicket"
short of a length and wide outside off. Cut firmly to sweeper cover
"length at off stump, stabs with hard hands on the front foot. Lobs it to the bowler's left"
length and wide outside off. Driven firmly on the up to long-off
"length outside off, driven on the up to extra cover"
"tossed up at off stump, to the pitch, driven with the turn to sweeper"
"short and wide outside off, rocks back and punches hard to sweeper's right. Shinwari hurries and lunges to his right to pull it back in"
"<b>past slip!</b> Superb bowling. Length ball dipping in at leg stump, drawing him towards it with the drift. Then spinning away as he looked to defend. Thick outside edge whizzes past slip's outstretched left hand"
"full on middle stump, driven with the angle to long-on"
"length at middle stump, driven on the rise to long-on"
"length at off stump, defended to short third with soft hands"
"length ball wide outside off, driven to sweeper on the up"
short of a length and turning away. Steps out and under-edges into the pitch
"oh shot. Waits for one, after being eager all innings long. And it works. Short of a length and just outside off. He's on top of it and he chops it past point"
"length at off stump, driven on the bounce to extra cover"
"short of a length and wide outside off, stays leg side of it and slices with quick hands to bisect point and short third. <b>That is fifty</b> for Amla"
"length at leg stump, nudged into the leg side off the back foot"
"length at the stumps, punched to long-off"
"length and angled in at leg stump, poked into the leg side off the front foot"
"length ball wide outside off, left alone"
