"good length ball angled across off stump, left alone."
"another good length ball angled on middle and off, Finch gets on his toes to flick through midwicket but is beaten and hit high on the thigh, ball caroms to slip off a bounce."
"short on the stumps, Finch takes a step down the track to flick through square leg for a pair."
"full on fourth stump, Finch square up trying to defend and edges this along the ground past point for a single."
"full on off, prodded into the covers wide of the man at extra cover for another single."
"full on leg stump, Finch tries to flick over square leg and a leading edge balloons high over midwicket just clearing the ring."
Finch shuffles down the track and heaves a length ball from sixth stump high and deep over long-on. That went a mile high and just cleared the rope. Safe shot with mid-on up in the ring.
"another shimmy down the track to a short ball on off stump, flicks this behind square for a pair."
"short on the body, goes to pull and can't get it away. No wide given tailing down leg."
"back of a length on middle and leg, tries to flick this off the hips but misses and it trickles on the pitch a few feet in front of Finch."
"short outside off, Finch takes another walk down the track and short arm flicks this over fine leg, slight top edge but mostly controlled and goes to the rope."
stays in his crease this time to flick a good length ball off his hips off the pads behind square.
"short on the hips, flicked to deep fine leg."
"full on fourth stump, heaves this off a thick inside edge to deep fine leg."
"length ball follows Finch backing away from leg stump, top edged pull swirls behind the stumps over short fine leg. The keeper Billings shuffles left to claim this without any fuss."
"overpitched on fifth stump, hammers a drive through extra cover and races to the rope."
"carbon copy ball and shot. In the slot again on fifth stump, Marsh leans forward and caresses this through the covers."
"full but tighter to off stump, Marsh drives this back to McAndrew."
"full on leg, driven along the ground to long-on."
"flighted full on middle and leg, goes to flick to midwicket and a thick edge goes through vacant slip for a pair."
"good length ball on the legs, flicked through square leg."
"full on the stumps, driven along the ground to long-on."
"full on the legs, flicked along the ground to deep square leg."
"bowled flatter on middle, goes back to flick through midwicket."
"short on the body, Harper pulls this fine and beats deep fine leg to the rope."
shuffles well across off stump and tries to ramp flick this over short fine leg but misses.
"falls into the short ball trap. Bangs it in on the body and Harper can't control the pull this time, skies a top edge toward Ollie Davies at deep fine leg, who shuffles five yards right and takes this comfortably inside the rope. Harper slams his bat into the turf as he walks off."
"good length ball on the legs, flicked to deep fine leg."
"short on the legs, flicked along the ground to deep fine leg."
"short again on the stumps, pulled to deep square leg."
"full on fourth stumps, Marsh carves this over extra cover, no chance for long-off to track this down."
"good length ball on the stumps, taps this through mid-on for a single."
"good length ball on off, prods this into the covers."
"good length ball on middle, spins toward off and Marsh is beaten defending on the crease, pings into his hips."
"good length ball slides onto the legs, flicked along the ground through square leg."
