"swing straight up. Away on a length outside off stump, left alone"
"nicely timed. Outswinger on a length outside off, leans in and pokes at it confidently. Extra cover can't gather cleanly low to his right"
<b>inside edge</b> onto the pad. This one nips in late from off stump. He's looking to punch in front of his body. Barely any feet
"nice shape here so far. Good length ball, tailing in at off stump. Tapped down the pitch on the up"
"short ball at the front shoulder. Half-evading this, half hooking.Shovels it aerially towards fine leg"
"there's that shape again. Moving away, back of a length and in the corridor. Defended from the crease"
"back of a length on a leg stump line, skids into the thigh guard and rolls pitch side as he looks to flick"
length and in at middle stump. Big stride forward before opening the face to squeeze this wide of mid-off
"well timed. Short of a length outside off, quickly on top of the bounce and a controlled tap through the covers"
"oh nicely done. This is back of a length in the corridor too. Not too much width, but he's found the gap with a slash between point and that newly-stationed catcher"
"good length on leg stump, pushed to mid-on with a full face"
<b>flies over off stump</b> as Guptill plays inside the line. This is a very quick surface. Length ball climbs sharply as it straightens a touch after angling in
"good length, starts outside off and bends back in. Munro is looking to hammer this on the up through the covers. Under-edges into the pitch. Off and middle were visible as he played this"
"shot. Seen the swing so he decides to step out. It's angled across this time, but he doesn't allow it to do anything. Hits through the line, flat and straight"
back of a length outside off opens the face and runs it down to third man
"<b>thin edge</b> barely carries to Dhoni, but he's snapped it low to his right. It's in the corridor, not too much movement. No feet as he prods at this, once again, inside the line. Dhoni looked like he was a lot deeper than fly slip"
"back of a length in the channel, defended from the crease"
"length and angled into leg stump, watches it closely before turning it down to fine leg"
"back of a length, angled in at off stump. Dead-batted into the pitch off the back foot"
"back of a length at off stump, sliced to point from close to the body"
"good length, in at off stump. Solidly defended into the off side"
"length in the corridor, defended off the front foot"
full and in at middle stump. Holds his balance after appearing to fall over into the off side. Pushes to midwicket
"slower ball, good length outside off stump. Doesn't pick it. Fishes away from the body and gets an inside edge towards the keeper"
"back of a length, swinging into the pads. Flicked to fine leg"
"good length at off stump, defended watchfully"
"good length outside off, pokes away from the body, into the off side"
"<b>beaten</b> as he looks to run one down to third man. They're denying him that out at the moment. Length ball wide outside off, zips past the outside edge"
"length and into middle stump, defended into the leg side"
"full and into leg stump, nicely in position to tap this past the non-striker. Mid-on dives to his left but can't cut it off cleanly"
"good length and in the corridor, defended into the off side with an open face"
"back of a length in the corridor, opens the face but can't get this past backward point"
"back of a length and rising sharply in the corridor, but he arches into the leg side and runs it down to third man expertly"
"<b>he's been given lbw</b> and he will review it. It looks very out. Caught in the crease in front of middle stump as he was looking to whip this length ball away. There was angle into him, but this isn't going down drastically. Hits him on the flaps and there is no edge...<b>tracker shows it's hitting middle on umpire's call</b>"
"back of a length on leg stump, flicked to fine leg"
"good length outside off, half-stride forward to defend into the covers"
full at a leg stump line. Leans in and pushes well in front of his body to flick this to square leg's right
"back of a length in the corridor, gets on his toes to smother the bounce and defend into the off side"
looks to bounce him and tails it in towards his shoulder. Ducks at the last moment
"short ball once more, and he's late on the hook. Top-edge lobs wide of square leg who dives to his left and takes it on the bounce. Doesn't allow the single"
"back of a length outside off, flexes his arms and drives on the up, but straight to point"
"<b>clips the leg stump</b> after a few deflections. It's a knuckle ball that comes into him from middle stump. It was a good length ball that rose a little. Is that a sign of grip for spinners? We'll see. For now, Munro - he looks to drive through the line, but gets an inside edge onto his front thigh, which then directs the ball onto the stumps"
