"fuller around off, driven but not from the middle of the bat. A bit of fumble by Pollard extra cover but no run"
"short of length at the stumps, punched down the ground, past the non-striker for four"
"short of length on the pads, flicked towards square leg"
"a bouncer, on middle and leg, Gunathilaka ducks under. Was very close to being called a wide"
"too full, just outside off. Gunathilaka drives it square of the wicket, finds the gap between point and cover for the second four of the over"
"short of length outside off, dabbed to the left of short third man for a quick single"
"length ball on the pads, tucked away behind square leg and they scamper back for the second"
"length outside off, punched off the back foot towards covers, a tumbling stop by Simmons there"
"length ball around off, punched towards midwicket, off the mark straightaway"
short of length pitching on the leg stump but Gunathilaka was looking to create room and is cramped. Pushes it towards mid-on in the end
"length ball on the pads, tucked away towards square leg for the fifth single of the over"
"length ball fired in at the stumps, punched towards long-off where Holder overruns but recovers quickly to keep it to one"
"length ball at the stumps, Gunathilaka attempts a scoop but fails to connect"
"length ball outside off, punched through covers but there is a sweeper to cut it off"
<b>the bat comes off Nissanka's hand</b> as he looks to flick this one. Luckily it's way down the leg side
"extra bounce from short of length outside off, that;s because Holder rolled his fingers over the ball and it keeps coming in. Nissanka gets on the top and dabs it down"
a slower bouncer and pulled over midwicket. Edwards and Pollard chasing it. Edwards kicks it back and followed tidies it up
"<b>one-bounce four over the bowler's head.</b> Fuller around off, clears his front leg and smashes it straight down the ground"
"short of length outside off, cuts it past the backward point"
"short of length around off, gets on his toes and dabs it down towards backward point"
"wasn't that full from Edwards but Nissanka picked it up from around off and smashes it over midwicket, bounces over the boundary line. Hit through the line nonchalantly"
"short of length at the batsman, backs away and steers it towards cover"
to full and drilled back towards the bowler. Edwards takes an evasive action as Sri Lanka collect another boundary
"short of length on the pads, flicked behind square leg"
"short of length outside off, opens the face to guide it towards short third man"
"length ball at the stumps, cuts it towards backward point, a throw at the bowler's end but Sinclair is not in position to stop it. Brilliant backing up there"
"length ball, goes for the sweep and misses. Gets hit on the pads. Was heading down"
punches this length ball towards long-off
"short of length, Nissanka goes down on one knee and sweeps it fine, to the right of Gayle at short fine leg. Gayle had no chance to cut it off"
"short again, this time Nissanka backs away and cuts it towards cover-point. A fumble there from Bravo and the results is an easy single"
"length ball around off, punched towards long-off from the back foot"
"<b>innovative</b>. Fuller outside off, moves across and scoops it over short fine leg for four"
"charges down the ground but it's full and way outside off, called a wide"
"length ball around off, Gunathilaka moves towards the off side once again and helps it over the wicketkeeper's head. And it has carried all the way. First six of the match. Fifty also comes up with that shot"
"a slower bouncer, backing away and looking to work it through covers but ends up hitting it into the ground and it dribbles towards the wicketkeeper"
"<b>dropped by Pollard</b> at midwicket. Another slower bouncer and pulled away. Pollard sets himself up, jumps and goes with his right hand but fails to hold on to. Mistimed his jump there"
"short of length on middle and leg, worked towards backward square leg"
"another short ball, this time pulled towards deep square leg"
"short of length, backs away and cuts but straight to Pollard at extra cover"
"length ball around off, punched towards long-off"
"length ball outside off, goes back and whips it towards long-on"
"length outside off, cuts it towards deep cover. Mis-field by Allen allows second run"
"a length ball and this time Gunathilaka cuts it from in front of the stumps. Sets off for quick single to short third man, Gayle fires in the throw to the keeper and who breaks the stumps. The umpires are checking upstairs but Nissanka was in comfortably"
"length ball on the pads, flicked towards deep square leg"
"fuller outside off, backs away and slashes it towards deep cover"
"slower length ball on the pads, was looking to work it on the leg side but misses"
"fuller on the pads, flicked towards fine leg for a couple"
"a back-of-the-hand slower short ball, Gunathilaka was early into the pull. Ends up pulling early and over the ball"
"<b>smashed over long-off.</b> Fuller around off, Gunathilaka clears his front leg and hits it up and over the mid-off fielder"
"short outside off, hops and pulls it towards deep midwicket"
"short of length outside off, goes back and cuts it towards sweeper cover"
"fuller around off, Nissanka goes down on one knee and slog-sweeps it over deep midwicket. 84 metres that one"
"short of length on the pads, tucked behind square leg"
"length ball around off, punched towards long-off from the back foot"
"fuller outside off, stays back and opens the face for a single to short third man"
"short of length, cuts it behind point. And they are coming back for the second, brilliant running between the wickets"
"short of length around off, hops and dabs it towards third man"
<b>A half-century for Gunathilaka</b>. Short and wide and he accepts it gleefully. Smashes it through point for four
"slower length ball but the line is down the leg side, glanced past the diving wicketkeeper for a single"
"too full, slashes hard but doesn't middle it. A single to deep backward point"
"length ball angling, backs away and punches it in front of square on the off side and another brace for Gunathilaka"
slower but short on off and middle. Swivels to pull it towards fine leg
"starts with a slower ball. Fuller outside off, Gunathilaka was looking to slog it on the leg side but had to check his shot. Gets a single to extra cover"
"<b>brilliant from Bravo</b> and Nissanka might be on his way back. Length ball angling across, Nissanka goes for the pull, gets an inside edge on to his leg and the ball bounces towards the off side. Gunathilaka calls for a single and Nissanka responds but Bravo is quick to move across in his followthrough. Fields the ball with one hand and hit the stumps direct to find the batsman well short"
fuller but way outside off and called a wide
"nails the wide yorker this time, Gunathilaka reaches out but cannot get bat to it"
"slower one this time. Fuller and wider outside off, Gunathilaka is late to pick this up and misses"
"another slower one, fuller, wider and loopier. Gunathilaka delays his shot, reaches out for it but fails to keep it down. And it goes straight into the lap of Sinclair at wide mid-off"
"length ball outside off, flicks it towards short midwicket but a diving stop there prevents the single"
"starts with a short of length delivery, cut straight towards extra cover"
"short of length outside off, goes back and cuts it to point this time"
"length ball at the stumps, goes back and works it towards long-on"
"length ball around off, a little but of turn. Mathews stays back and flicks it towards midwicket"
"flatter and quicker outside off, cuts it towards deep extra cover"
"fuller outside off, Mathews pushes at it, gets <b>an outside edge</b> that almost beats Chris Gayle at short fine leg. a bit of a hustle for Gayle but he does well to restrict it to one"
length but way down the leg side
"length ball at the batsman, Mathews uses his feet and pushes it just to the right of the bowler, who makes a partial stop"
"a slower ball, on the fuller side just outside off. Chandimal looked to hoick it on the leg side but missed it altogether. Bravo has his head in his hands as it wasn't far away from the off stump"
"pace on this time, looks to hit it on the leg side. Gets an inside edge on to the pads that rolls behind square on the off side"
