"round the wicket comes Nawaz, lobbing up a full ball outside off that Kamran drives to cover"
"chipped <i>just</i> over mid on! Kamran hops out to drive over the leg side, and he clears the inner ring - but only just"
"<b>swept over square leg!</b> Much more convincing from Kamran, who bends low and outside the line of off stump and lifts the ball cleanly over the boundary"
"quicker through the air from Nawaz, Kamran staying deep in the crease and tapping the ball back to him"
"speared into the pads, and Kamran clips to leg for a single"
"softly nudged into space on the leg side, and Fletcher finds a single that will keep the strike"
"sprayed down the leg side, and Fletcher just helps it on its way! Soft start from Tanvir, gifting Fletcher a leg stump half volley"
"that's much better, a testing length delivery honing in on off stump and Fletcher jabbing defensively at it"
"full and straight, Fletcher works it to mid on and takes on the fielder for a quick single"
"Kamran's forward to drive, but finds mid off"
"Kamran shapes to pull and misses the shot, but they find a single off the body as the ball rolls to leg"
"Fletcher chops a back-of-a-length delivery down towards gully, but an alert, diving fielder cuts off the chance for a single"
"<b>lashed over point first ball!</b> Not the best start from Hasnain, going short and wide to Kamran"
"<b>cut through point again!</b> This shot was played later, and went along the ground behind point, but was no less firmly hit. Too much width from the young quick"
"taking on mid on for the single! This was hit almost straight to the fielder, but they took him on and completed a quick single"
"much better from Hasnain, offering no room to work with to draw Fletcher's defence"
"a touch fuller this time, at 137km/h, and Fletcher's front foot push finds point"
"<b>beaten on the charge!</b> Fletcher jumps out at the young bowler, but his attempted swat through cover is thwarted by pace and bounce"
tucked to gully off a good length
"slower ball from Tanvir at 100km/h, but it's read and worked through square leg for a single"
"nicely straight from Tanvir, and Fletcher can do nothing with it but defend"
"whoops, this one is flung well down the leg side."
"Tanvir tests him with a short one, Fletcher pulling out to the man at deep square"
"sharp yorker! Kamran almost falls over keeping it out, but recovers enough to complete a quick single"
"round the stumps comes Tanvir, Fletcher working with the angle to find a single through the leg side"
"<b>appeal first ball!</b> Bravo's first ball is a dipping slower ball, and there's an appeal for lbw as Fletcher almost comes unstuck keeping it out / working to leg, but it's not given. In fact, it's given as runs"
"another indipper, and this time it's a full toss that Fletcher nudges to leg"
"<b>indecision in the running</b> as Kamran comes forward to drive to cover, both batsmen engaging in some stop-start running before eventually completing a single"
""
"<b>classy shot!</b> Kamran spots just a hint of width outside off, and with third man still up Kamran only needs to get it past the fielder to collect four, and does so with a neatly angled bat"
"another full tosss, and this one is pushed firmly back to the bowler"
"<b>whipped over midwicket!</b> Hasnain's line was no good, slipping towards leg stump, and Fletcher punished him for it with a bottom-handed whip over the leg side field"
"<b>onto the grass banks!</b> Another leg-stump delivery, and Fletcher lines it up with a mow that goes way over the boundary. Pressure on the young bowler!"
"the response is a slower one, at 121km/h, just outside off. Fletcher pushes it watchfully to cover"
"short this time, and Fletcher pulls out to deep square to turn the strike over"
"short and rising over off stump, Kamran angling a single to third man"
"<b>beaten on the drive!</b> More aggression from Fletcher, who skips down at the bowler, but he can't lay bat on an airy drive"
"Kamran spots some width and slaps a cut, but finds point"
"this one is held back a touch, and Kamran only finds the outer half of his bat with a drive to short third man"
"a little short on off stump, and Kamran backs away to hack a cut out to the cover sweeper"
drifting in dangerously towards middle stump to test Fletcher's defence
"Fletcher looks to dead-bat a single to point, but the fielder's in too quickly"
"floated up on off stump, and Fletcher drives to long off for a single to end a very tight over"
"floated up outside off, and Fletcher inside-edges a drive onto his own pads"
chopped down to short third man for a single
"appeal for lbw! The umpire says no, and they <b>ask for a review</b>. Replays show, however, that he's got a huge piece of his bat on it"
"Kamran backs away to make some room, but Fawad follows him with a googly that ricochets off the pad into the leg side"
Fletcher is <b>beaten on the drive</b> by one that kicks up and even has Sarfaraz in some trouble behind the stumps
"worked into the leg side for one, and he'll keep the strike"
"punched to cover, where he finds a fielder"
"<b>bowled him!</b> Fletcher wasn't sure whether to get forward or back for this one, which was speared in at middle stump but gripped in the track and spun across Fletcher's desperate defence to hit the off stump"
"flicked with the spin, but straight to square leg"
"appeal for a catch down the leg side! Sarfaraz bellows an appeal which was so emotive it almost had me convinced, but the umpire says no"
"nurdled through midwicket for one, Nawaz keeping his line straight to Imam"
"Kamran cuts, but he can't beat a diving cover point"
"dabbed to point, and the stranglehold continues as there's no single there"
<b>beaten by the googly!</b> Imam gropes forward to one that spins away from him and is beaten comprehensively
"squirted through cover point, off the leading edge, and that's <b>the 25th ball without a boundary</b>"
"Kamran jumps out but he's almost done in the flight by Fawad, who is really hanging them on the breeze"
"Kamran misses a sweep, there's an appeal for lbw, and it's given! But Kamran immediately asks for a <b>review</b>. And it's a good one, because the ball has come directly off the glove, nowhere near the pad."
"Fawad continues to attack the stumps, and Kamran risks another lbw shout by working right across his pads for a single into the leg side off a googly"
"well, having said that, Kamran bends low, clears his front leg, and <b>smashes Nawaz over long on</b> for the first boundary in 29 balls"
"another almighty heave from Kamran, but this is more wild than the last one and he hits only fresh air"
"dabbed to short third man, and they hustle a single"
"Imam fakes a back-away to leg, and then nudges a single to long on"
"Kamran backs away and carves a drive out through the covers, but he can't beat the sweeper"
"punched to cover, and the fielder in the ring ensures there's no single"
"<b>slogged over midwicket!</b> This went quite high, and he's hitting against the wind to that side of the ground, but he gets enough on it to clear the boundary fielder"
"Kamran jumps out and slices under his drive, but the ball falls short of the fielder at long off"
Imam drives to long off for one
"<b>thrashed out through point!</b> The first really bad ball Fawad has bowled, a long hop outside off stump, and Kamran hit it so well that no-one in the cover field even moved"
"Sarfaraz bellows repeated appeals at the umpire as a googly spins in and hurries Kamran's defence, thinking that it's hit his pad before the bat, but the umpire is not convinced"
"<b>fifty up for Kamran</b>, who pulls out to deep midwicket and pushes hard for the second"
