"5 freebies before a legal ball is registered! Full and swinging down leg, Philippe can't collect this on the short hop and it goes to the rope."
"back of a length on fourth stumps, left alone."
"back of a length again on fourth stump, Khawaja goes to pull and bottom edges this into his thigh before it dribbles to the keeper."
"beauty! Good length ball on fourth stump, beats Khawaja fending away from his body as it seams away sharply."
"fullish length on fourth stump, pushes at this with hard hands and it flies in the air for a few moments but fails to carry to mid-off."
"full on off, nudged with soft hands into midwicket to get off strike."
good length ball pushed into the covers for a single to keep strike.
"good length ball on off, pushed into the covers."
"full and flat into the legs, flicked to long-on."
"full on fourth stump, pushed firmly to mid-off."
"flights this plenty but lands it too short on fourth stump, Hales backs away from leg and creates room to carve this through extra cover."
"O'Keefe darts a flat delivery spearing it into the legs of Hales, beats him charging down the pitch but beats the keeper as well. Not really fair to call this a stumping chance as it was tailing well past leg stump and goes for four byes, not wides as it passed between the stumps and the batsman."
"full on the stumps, pushed straight down the ground for one to keep strike."
"overpitched on the stumps, drills a perfect straight drive, too perfect as the non-striker's stumps blocks it and redirects to mid-on for no run."
"overpitches a slower ball full on off stump, Hales not fooled hammering a lofted straight drive over mid-on to the rope."
"Hales frees the arms over the leg side rope! Slants this full into the legs, Hales winds up and deposits a heave over midwicket into the first row of the seats."
"Ball drops too short to overcompensate, Hales hammers a pull through midwicket and beats deep square leg who has no time to cover the 10 yards needed to keep it to one."
"hello! Length ball on the stumps, Hales clears the front leg and clobbers this over midwicket into the third row of seats."
"follows him backing away from leg stump with a yorker speared into the pads, flicks it to deep square leg."
"length ball on fourth stump, Hales shows he can go over the off side now too, stays in the crease and plays orthodox lofting this inside out over mid-off to the rope."
"full on the stumps, punches this to mid-on, too firmly to get a single."
"follows him backing away from leg with a slower ball full on the pads, Hales heaves this flat along the ground to long-on."
"Khawaja tries to muscle this over mid-off but done in by the slower ball. With all the fireworks from Hales, Khawaja is left cold and out of rhythm at the non-striker's end. Finally sees his first ball for a few overs and Bird slips in a change of pace full on sixth stump, Khawaja is out in front of this a bit overeager trying to clear the ring and winds up fluttering this gently to the man on the ring, who takes it on his haunches."
"full on off, driven through the covers for a pair."
"good length ball on the legs, flicked behind square."
"good length ball on fourth stump, prodded back to the bowler."
"didn't really seem like he edged this but the appeal is upheld! Stock legbreak on a good length on fifth stump, Ferguson pushes away from his body as the ball passes the outside edge, appeal from the keeper but not much support from Pope. The umpire is convinced though that there was a faint nick and Ferguson has to walk off."
"full on fifth stump, defended into the covers."
"short on the stumps, hammers a pull to deep square leg."
"full on the stumps, flicked through midwicket."
"short on the legs, flicked to deep midwicket."
"good length ball on fourth stump, defended into the covers."
"full into the legs at 135 kph, Hales can't flick this away and a carom off the pads goes toward short third man for Billings to call through for a run."
"good length ball on off stump, plays with soft hands in front of point for a sharp run."
"full on the stumps, flicks this through midwicket along the ground."
"full on the stumps, defended back to the bowler."
"full on the legs, flicks this along the ground to deep square leg."
"googly lands short and spins into the legs, misses the flick into the leg side off the pads."
"flighted on a good length on the stumps, sweeps this to deep square leg."
"another googly tails down leg, misses a pull off the pads."
"quicker ball darted down leg, Hales late on a pull."
"full and wide, driven in the air but safely through the gap to the cover sweeper."
"full on sixth stump, reverse sweeps this along the ground to short third man."
"full on fifth stump, mistimes a drive off his feet and it dribbles to short third man."
"full on sixth stump, driven along the ground through the covers."
"good length ball on fourth stump, guides this with an open face to short third man, wanted to run this finer off the open face but picked out the man on the ring."
"slower ball lands full on middle, backs away from leg stump and prods this to the cover sweeper."
"full on fourth stump, punches this with a full face and it zips past mid-off, not the greatest effort by Ball to stop this on the ring and then long-on can't cover the ground running across the rope to keep it to two."
good length ball on off prodded down the ground for a single.
"slower ball lands full on off, Hales shuffles across and flicks through square leg."
"short on the legs, Hales hammers a pull flat past short fine leg diving to his left in vain."
"full on fifth stump, reaches away from his body to prod this through the covers to the sweeper."
"full on fifth stump, reverse sweeps this gently through short third man."
"<b>50 off 29 brought up with brute force.</b> Full on the stumps, Hales sweeps on the length and slaughters a slog sweep flat over midwicket."
"full on the stumps, flicked through the ring content to play for the next over."
"quicker ball zipped in full and flat on middle, punched to long-on."
"full on off, chips a drive inside out over mid-off."
"full on the legs, flicks this through square leg."
"uses his feet and charges O'Keefe but done in by the lack of pace and chips this to long-on. Billings telegraphs his dance down the pitch and O'Keefe drags the length back cleverly. Billings has to reach a long way forward trying to play this in front of his body and shovels this getting too far underneath it, sending a simple catch to the man standing two yards in from the rope, taken in front of his face with palms facing out."
"full on middle, defended into the covers."
Hales can't believe this! Half-tracker and he's gifted a catch to Silk at cow corner. Hales could've sent this over the roof but hits it too flat. Silk and O'Keefe can't believe their luck. Silk takes this simmering shot calmly at head height five yards in from the rope.
"full on fourth stump, punched to long-off."
"good length ball on off, flicked along the ground through midwicket."
"short on off, taps this with an open face to deep third man."
"full on fourth stump, pushed to mid-off for a tight run beating the direct hit at the non-striker's end."
"good length ball on the stumps, flicked gently through square leg."
"back of a length on fourth stump, goes back to flick through midwicket."
"full on off, defended to backward point."
"full on off, pushes this into the covers."
"full and slants this into the legs, flicks it along the ground through midwicket."
"short and wide, cuts this trying to thread the gap between backward point and short third man, diving stop by Brathwaite on the ring to turn four into one."
"short and wide, cuts this to the sweeper."
"flights this more on middle and off, Ross sweeps this on the length and misses through the shot too early. Hit on the back thigh low in front of off stump. Always fighting an uphill battle on an lbw shout playing that shot, the umpire doesn't take long to raise the finger. Fair decision on the replay. More clever work from O'Keefe mixing up his pace."
"flighted slowly on a good length on off, defended."
"full and slanted into the pads, big lbw shout but it may have been sliding down leg as Sams misses a flick."
"back of a length on the legs, can't flick this away."
"short on the body, goes to hook and it takes the gloves and caroms over the keeper to the rope."
good length ball defended.
"<strong>dropped!</strong> Tremendous effort from Bird at deep midwicket and Sams survives again. It was a back of a length ball pulled flat to Silk who read it perfectly and didn't hesitate to charge in. I doubt too many fielders besides Maxwell in this competition would've even gotten to the ball to make it into a chance but Bird covers the ground and dives forward, gets two hands around it but it pops out when his elbows clang hard into the turf on the landing."
good length ball punched through the ring.
good length ball defended.
"full on the stumps, driven to long-on."
"good length ball on off, punched to long-off."
good length ball defended.
"good length ball on off, prodded to cover."
"flighted full on off, defended back to O'Keefe."
"short and wide, slaps this to point."
"doesn't get away with this, too much width and smashes a drive through the covers, sweeper has no chance."
"short on off, punched to the sweeper."
"good length ball on off, punched to long-on."
"full on off, driven to long-off."
