"full offbreak, breaks in slowly, dabbed with the turn to square leg"
"shorter, flatter, arm ball outside off, forced off the back foot to mid-off"
"skiddy arm ball, attacks off stump, Wright's defensive technique interneves"
"sliding onto off stump, chopped from there to backward point. They hare across for a single. Risky, but they make it in the end. That White did not gather the ball cleanly aided the Stars"
"Nabi straightens his line, flicked through the vacant spaces at midwicket"
"fired into the pads, bunted so gently to midwicket that Wright and Dunk have enough time to pick a double"
"<strong>here comes Dunk.</strong>... Down the track, gets close to the pitch and clubs it high to the left of mid-on. What a statement from Dunk"
picked off the hips through the square leg region
"wide of the crease, short and holds its line outside off, feeds the cut. Slapped square of backward point"
"on a length and nips away outside off, rides the bounce and secures a single down to third man"
Richardson <strong>explores the middle of the pitch</strong> and gets this bouncer to sail over a ducking Dunk
"123ks slower cutter on middle and leg, Dunk checks his push and defends it back to the bowler"
"<strong>99ks</strong> offbreak on off stump, played back to Bravo"
"big dipping full-toss outside off, driven through the line to mid-off, where Nabi lets it sneak away through his legs"
"Bravo ventures wide of the crease and pushes it wide outside off, well past the reach of the batsman, but well inside the tramline"
"Bravo showing all his tricks in the first over - bouncer outside off, he evades it"
"slower cutter, 106, slapped from outside off to backward point. There is a mix-up between the wickets but Wright puts in a desperate dive and undoes his steps. The single wasn't on"
"Cooper runs across from mid-on and judges this skier to perfection. Good length cutter outside off, Wright has a dirty slog across the line. He does so early. He gets more elevation as opposed to distance. Cooper runs about 40 metres to his right and makes it look as easy as eating a sandwich"
"short and attacking the body, KP hops, skips, and plays it back"
"pitched up and outside off, driven through the line to the right of Hodge at mid-off"
"KP goes down the ground again, this time he <strong>cracks it straight of mid-on</strong>. Overpitched and outside off, he twirls his wrists and drills it back after closing the face of the bat"
"darted full on off, not a driveable length, defended back"
"KP drives through the line to mid-off, takes on Hodge's arm, and collects a single"
"full and outside off, Dunk takes it on the up and <strong>crunnnnnnnches a drive</strong> through extra cover. Lovely flow of the arms"
"darted on the stumps, upto 100ks,  forced down to long-on"
"speared on a back of a length on off, chopped out to backward point"
"turning offbreak outside off, forward and jabbed back to Nabi"
"on a length and outside off, Dunk takes another one on the up and belts it to the right of mid-off. He transfers his weight forward and eases it in the gap"
"full and straight, whipped down the ground for one"
"tossed outside off, KP sizes it up and pumps it straight down the ground past the bowler"
"nip-backer from wide of the crease, from around the wicket, inside-edged onto the pad. The ball dribbles behind and they scamper across for a leg bye"
"wide of the crease, angling in on middle, KP makes swinging room and flaps to mid-off. He secures a single in the end, thanks to an overthrow"
pretty full and outside off. This is squeezed through cover-point
"really full on off, KP hangs back and forces this 143kph ball past the right of Bravo at long-on"
"short and width, KP backs away outside leg, manufactures more room, and scythes it through extra cover"
"just short of a good length and outside off, KP now goes deep in the crease and muscles a pull over midwicket"
"looped up on middle, not much turn, tapped down to long-on"
"speared on leg or just outside off, KP opens up his stance and drags it to midwicket"
picked off the pads to deep square leg
"tossed outside off and breaks in, Dunk does not meet the pitch and drags the googly to long-on"
"Hogg belts out an appeal for lbw - not given. KP plays down the wrong line, he might have got an inside edge onto it"
clipped off the pads to deep square leg
"on a length and zipping through outside off, too close for a cut, KP misses it"
"slower offcutter on off, 116ks, run away through cover-point"
"hip-high short ball on leg stump with fine leg inside the circle. Horrid ball, duly pulled away to the right of the man at 45"
back of a length and climbs over off stump as Dunk has a mighty whoosh at it... and misses
"full and nipping in on off, Dunk loses his shape and drags it to deep midwicket"
KP shuffles across off and chips it into the vacant spaces at square leg
"KP races down the track, this turns in, takes the inside edge and rolls to short fine leg"
"dragged down just outside off, easy pickings for Dunk. He skips back and slams a pull between deep midwicket and wide long-on"
"shortish and outside off, pulled to wide long-on this time"
chopped from top of middle and off to extra cover
"full on off stump, slog-swept to deep midwicket"
jabbed down to long-off as KP does not quite meet the pitch of this fuller one on off
"short and quick outside off, KP swishes a cut and misses"
"driven from off stump to midwicket. By the time the man in the deep gets to the ball, they pilfer two"
"yorker outside off, jammed to sweeper cover"
"big dipper on off, 100ks, squeezed to short fine leg"
"very full, dipping full-toss in fact, and sliding down leg, Bravo cops punishment. Glanced away fine of short fine leg"
clipped off the pads to deep square leg for one
"slid through on middle, Dunk steps away outside leg and chops it hard to the left of sweeper cover"
"sharp dip on leg stump, pokes a leading edge to the left of Nabi"
"skids on middle, KP inside-edges a reverse sweep onto the pad"
"full on middle, jabbed to mid-on"
"dragged down outside off, KP ventures deep in the crease and <strong>nails a pull over the head of midwicket</strong>. Dismissive"
"<strong>KP falls for a punchy 40</strong>.Tossed up on the leg stump, KP aims to lift it over long-on. He stretches out but only skews a catch to Cooper at the edge of the boundary"
"back of a length and stops on the batsman outside off, Dunk checks his cut and chops the ball to cover"
clipped off the pads to long leg
"just short of a good length and outside off, Maxwell checks his punch and plays it up to cover"
"slower cutter outside off, 115ks, Maxwell does not pick the change up, and gets beaten in the corridor"
back of a length and glanced off the hips to deep square leg
"back of a length on middle, Dunk stays leg-side of the ball and punches it to cover"
"speared into the pads, whipped square through the leg side"
"lobbed on middle, Maxwell is tempted into a big hit, but the bat turns on impact as he hacks it to wide long-on"
"skidder on leg stump, Maxwell forces straight to long-on"
"Dunk makes room outside leg, fetches this from outside off and slaps to wide long-off"
"Deep square leg (Short) runs in and attacks the ball, but it drops short on him. Then beats him to the boundary. Floated up on middle, Dunk stretches out and slog-sweeps firmly"
"starts on off and breaks away, Dunk presses forward and check-pushes to cover"
back of a length and slanted down leg past the pull. Wide
"Dunk pre-meditates, shuffles away outside the leg stump, Wildermuth holds his own. The bowler pushes it very wide outside off. Dunk throws his hands at the ball and snicks this behind to the keeper. The ball dies on its way to the keeper. The soft signal is out. Ludeman ensured the ball did not pop out and closed his gloves around the ball. He plucked it inches from the ground. No fifty for Dunk too"
"half-volley on the pads, picked off between fine leg and deep square leg. Lovely placement. Hogg collides with Harris in the deep"
"short on middle, turned to leg for one"
"overpitched and outside off, Maxwell brings his bottom hand into play and shovels it down to long-off off the front foot"
"slightly back of a length and outside off, Stoinis is early into this cutter. Miscues a swat to mid-off"
"good length and nipping in on middle, opens up Stoinis, who was looking to work it through midwicket. The result is a soft leading edge to cover"
"pushed through on leg stump from around the wicket, slogged away roughly in the direction of cow corner"
"flat and attacks the pads, stabbed back to Nabi"
"yorker on leg stump, 106ks, quicker than Bravo's slower dipper, jabbed down to long-on"
"another non-turner on leg stump, nurdled to square leg"
"Maxwell shuffles outside leg, the bowler chases him and cramps him up. Squeezed to square leg"
glanced off the pads to the left of short fine leg
"slower one on off, 104ks, Stoinis checks his drive and defends back to Bravo"
"low full-toss on middle and leg, bunted down to long-on for a double"
"back of a length on top of off, stabbed away to the right of cover"
"Maxwell feigns to make room, darted wide outside off, Maxwell reaches out and carves square on the off side"
"slower dipper on the leg stump, clipped to long leg"
"134ks quick full one outside off, Maxwell reaches out and unfurls the perfect square drive. Bravo's (extra) pace worked in Maxwell's favour"
chopped from a middle-stump line to sweeper cover
"middle-stump yorker, dips sharply, stabbed to long-off"
"Stoinis uses his feet but is beaten in flight, edged back to the bowler"
"Stoinis uses his feet again, meets the pitch this time, and chips the ball over midwicket"
"quicker, flatter one, breaks back in on off, kept out"
chopped from the stumps to the right of Bravo at short third man
"very full and straight, Maxwell twirls his wrists and places the ball to deep midwicket"
"full and outside off, this slower ball is carved to square-ish third man"
"full-toss, slanting in at 138ks to thud into inside edge"
