"outside off-stump and looks to attack from the go, huge swing at the ball and misses"
"Zazai gets off the mark as he punches the ball back past the bowler, hits the sawdust as Porterfield dives at the ball"
"good length ball, touch of inswing and its clipped into the legside where the fielder is in quickly yoqui"
onto the front foot and defends back down the pitch
onto the front foot again and blocks the ball back to the bowler]
"outside off-stump, Janat goes steps across the stumps and plays a drive at the ball, misses and its through to O'Brien behind the stump"
"<b>dropped!</b> Zazai gets onto the front foot and gets a thick edge on the ball, it goes at head height to Stirling at second slip and he drops it. Deflects away from first slip too, could be a costly miss"
"goes back in the crease, blocks the ball into the off-side"
"good length ball, keeps a little low. Back deep in the crease and defends"
angles the bat and gets the ball down to third man
Zazai stays back in crease and blocks the ball down the pitch
stays rooted to the spot and plays the ball back to Murtagh
"onto the front foot and brings the bat forward, very straight and it Porterfield diving again at mid-off"
"onto the front foot, angles the bat and plays the ball down to third man again. Doing it in signles so far"
"and there is the first boundary of the day. Murtagh gives Zazai too much room outside off-stump, cuts the ball hard to deep point"
"swings back in off the pitch and its clipped through the legside, no close fielders and they run quickly to come back for the second"
"this one is a little closer to the batsman, doesn't give him much room and he can only hit the ball to extra cover"
"outside off-stump and Janat looks to free his arms, misses and its through to the keeper"
"slightly fuller ball from Rankin, onto the front foot and places it well into the on-side for a run"
"Rankin goes short to Zazai, he isn't going to be cowed with that and pulls the ball over Balbirnie's head on the square leg boundary"
"<b>well that's a good comeback from Rankin!</b> Its another short ball and this time it cramps him for room, the ball pops up off the bat and Singh runs in from extra cover to complete the catch. "
gets off the mark straight away as he clips the ball through mid-wicket
"Rankin goes short again, this time the batter does get some bat on the ball and hits it in the air over point, the fielders chase the ball back and can't stop it going over the rope"
"Little more effort from Murtagh, comes down right at the batters feet and its clipped into the on-side again"
"pitches and comes back into Naib, blocked into the legside"
"gets this one a little straighter, Portefield is diving around again at mid-on"
"comes back in again to the batter, inside edge takes it along the ground to long leg"
"steps across the stump and gets in position to drive the ball, doesn't time it and it comes back to the bowler"
"driven to Porterfield again, the non-striker had set off and gets sent back. He has to dive back in as the throw misses the stumps"
"outside off-stump, lots of carry through to the keeper and Janat lets the ball go"
"onto the front foot, gets inline and defends into the off-side"
"Rankin goes a little shorter, up on his toes and defends the ball back down into the ground"
"stay in the crease, angles the bat and plays the ball down to Murtagh at third man"
"very good short ball from Rankin, Naib sways back in the crease and the ball goes just in front of his chest"
"get another delivery outside off-stump, with it being a 50 over game, happy to let it go and its through to the keeper again"
"line and length from Murtagh, onto the front foot and strokes the ball into the covers"
"fuller ball, driven again, this time its mid-off that does the fielding"
"stays in the crease, blocked to backward point"
"back of a length ball, gets his body in line and defends the ball down the pitch"
"its a good length ball, the batsman pokes the bat at the ball. Goes back towards the bowler and Murtagh dives to his left to take the return catch"
What a lovely straight drive to play first ball! Its in the slot and Rahmat hits the ball hard back past the bowler and there is no stopping that
"Rankin is getting a lot of lift off the surface, Naib has to go up on his toes and plays the ball back down into the ground"
"outside off-stump, pulls the bat out of the way and lets the ball go through to the keeper again"
"bouncer has the batter ducking and diving, everyone looks at the square leg umpire but he just signals that it ok for height"
"flashes at the ball outside off-stump, misses and its through to the keeper again"
"punches the ball off the back foot and then charges down the other end, not sure that he fancies facing Rankin"
"touch fuller delivery, gets his bat out of the way and lets the ball through to O'Brien again. "
"slower ball from Murtagh, comes back into the batter and he plays the ball along the ground to mid-on"
almost bounces forward into the shot and plays the ball to cover
"shuffles forward and plays the ball back down the pitch, the non-striker had set off and has to turn quickly "
"another full ball right down at the batters feet, does well to get the front leg out of the way and plays the ball up to mid-on"
"hits the ball hard towards Porterfield at mid-on again, the Irish Skipper has always been very good in the field and cuts off the ball with another dive"
"Maiden for Murtagh, the ball is played into the covers and that ends the over."
"wild delivery from Chase to start, very high full toss. They check with the tv cameras although it seems ok for height"
"good length ball, this one is defended forward"
"pacy delivery outside off-stump, shoulders arms and lets the ball through to the keeper"
"onto the front foot, gets to the pitch of the ball and drives it towards Rankin at mid-off, the big man gets down quickly and dives to his right to stop it"
"drives the ball to the left of Rankin, the outfield after all that rain is a little slow and he manages to get to the ball before it goes over the rope"
"clips the ball to the right of mid-on and sets off for the run, is quick and so beats the throw into the non-strikers end to finish the powerplay"
"its in the slot, clips the ball in the air over the top of the mid-wicket fielder and it runs into the boundary just in front of the media tent"
"onto the front foot, gets his head over the ball and gets a thick edge down to third man. No slips in place now"
"touch shorter ball, gets his bat up high and lets the ball roll off the bat, into the legside"
"steps out of the crease to meet the ball on the full, Porterfield is kept busy again at mid-on and stops the ball"
"fuller delivery again, brings the bat forward and plays the ball to mid-on again"
"good length ball again from Murtagh, hits the ball up to mid-off this time for a bit of variety...."
"gets a big stride in, gets a thick edge which goes past spin and Murtagh has to chase the ball back"
"onto the front foot again, plays the ball back to the bowler"
"little more air from McBrine, strokes the ball up to long-on"
goes back in the crease and plays the ball back to the bowler
"skips down to the bowler, plays the ball into the covers"
"little too full and its driven to extra cover, Porterfield ends up diving over the ball and it runs away to the boundary. "
"full delivery, clipped in the air through square leg, it lands well in front of the fielder on the rope."
