"tossed up on middle and leg, worked away past the left of mid-on for one"
"Babar hangs it up in the air, non-turning ball on off stump. Kamran hangs back and dabs to cover"
"Babar errs in length. Short and outside off, Kamran is super quick to pick the length up. Skips back and pulls it away to the right of mid-on for the first boundary of the night. Authoritative. Shot of a man in form"
"skids on with the arm outside off, slightly short, and Babar is punished again. Nails a square cut between cover-point and backward point on the back foot"
Kamran makes room and slashes it. Can't beat the packed off-side infield now
"<b>three boundaries from the first over of the final</b>. Kamran is strong on the back foot. Slightly short and outside off again, he moves back and cuts it between point and the covers. Poor start from Babar"
"back of a length and on the stumps, hangs back and punches in the direction of mid-off"
"Malan uses his feet, manufactures a very full length, a whirl of the wrists sends the ball to the right of deep square leg"
back of a length and drifting down the leg side past the attempted pull. Leg-side wide from Anwar
"dug in short and just a shade outside off, Malan connects with the pull now. Dispatched over midwicket. Clears the man in the deep"
picked off the pads through the square-leg region
"half-volley outside off, Malan leans into the drive and creams it away to the right of mid-off and to the left of extra-cover. This is some start from Peshawar"
"neither short nor wide enough for the cut. Back of a length and headed for the off stump, chopped limply to cover"
"back of a length and angled into the hips from over the wicket, nurdled square through the leg side for one"
"short and angling away outside off, the left-hander swings his hands at a pull. Drags the ball past midwicket off the inside half of the bat. He lost his shape while meeting the ball"
"short and on off, hint of extra bounce, Kamran opens the face and dabs the ball to point"
"shortish and veering into the hips, Kamran unfurls a handsome flick, beats deep square to his right. The ball is coming onto the bat nicely. Seems like a flat surface with plenty of runs on offer"
"good length on middle and leg, angled in, beats the inside edge and hits the pad as the batsman misses the flick now"
"back of a length and angled in on middle stump, Kamran is on the move as he softly plays it back to the bowler"
"hint of spin for Nawaz right away, whipped in the air over midwicket"
"quick dart outside off, short in length, so Kamran moves back and flashes to cover"
"skids on with the arm outside off, can't bowl short and wide to Kamran, he goes back and cuts it between point and cover. Precise placement"
"full and rolls on outside off, no turn, full, push-driven down to long-off for one"
"flat and breaking down the leg side, past the glance, wide"
"tossed up outside leg, Malan pre-meditates and under-edges a reverse-sweep. Nearly dragged it back onto the stumps"
"short and speared on off, Malan stays back and short-arms it away to midwicket"
"back of a length and angled in on off and middle, defended with a straight bat"
"Emrit ventures wide of the crease, angled down the leg side as the batsman does not make contact with a glance. Another leg-side wide. This is not helping Quetta's cause"
"full and comes in, possibly a slower ball, knocked into the leg side with soft hands"
"Emrit provides the breakthrough for Quetta. Welcome to Quetta, Emrit. Welcome to Lahore, Emrit. Sir Viv is animated in the Quetta dug out. Good length and holds its line outside off, from around the stumps, Malan attempts a back-foot force and this time he isn't lucky. Drags a thick inside edge back onto the stumps"
"Emrit sends down a bouncer outside off, leaves Samuels in a tangle. He spars at it and nicks it to the right of a diving Sarfraz. Fortunate boundary"
"fuller and on off, Samuels poked it to cover with minimal footwork"
"dropped short, keeps low on off, pulled away, mid-on fumbles, but just a single"
"good length ball angled in on the stumps, blocked back to the bowler on the back foot"
"pushed through, slides in to strike the pad"
"length ball drifts in around off, punched down to long-off"
"what was that? <strong>Shooter</strong>. Arm-ball from Babar, arrows in and sneaks under the bat. Sneaks past Sarfraz too"
"full, quick dart, this keeps low as well. Yikes, but Kamran jams his bat down on the ball and keeps it out"
"slides on off, jabbing drive to long-off for one"
"off-stump yorker, angled out to point"
"nice and full on off, pushed right back to the bowler"
"keeps it full on off, Kamran drives on the up, can't beat cover now"
"pulls his length back slightly, another non-turning ball, which is carved to cover"
"much shorter and outside off, Samuels flashes to the same fielder"
"full on off, presses forward and drives to cover"
"Kamran backs away outside the leg stump, Nawaz is wary of it as he hurls it short following him. Off the thigh and lobs behind to the keeper"
"fuller on the stumps, Kamran attempts a wild leg-side mow. Mistimed to long-on"
"non-turning fast ball on off, played back to the bowler"
"back of a length and outside off, Samuels camps back and punches a single to long-off"
"Kamran backs away outside leg, chops this from the stumps but can't get it past the sprawling dive of point"
"Anwar comes back and provides Peshawar with the release. Short and wide outside off, Kamran does not need any second invitations. He cuts in the air past the reach of backward point. The ball flies to the fence"
"back of a length and <strong>keeps low</strong> on off, played back down the pitch"
"short on off, Samuels does not have any room to work with. Punched past the outstretched left hand of Anwar"
"Kamran dashes down the track, but does not meet the pitch. Chips it to long-on's left"
"short and a bit more room outside off, but Samuels simply forces it back to the bowler"
"tight line on off, Samuels awkwardly blocks it back to the bowler"
"<strong>Kamran goes boom</strong>. He runs down the track, creates a half-volley and launches it straight over the bowler's head"
"now Kamran backs away, collapses is back leg and goes inside-out over cover"
"flighted and outside off, Samuels uses his feet now, closes the face and aims for the loft. The mis-hit goes over extra cover"
"flatter and quicker now, Samuels comes down the track again, lofts this strongly over long-on for a flat six"
"dropped short and turns away wide outside off, Samuels reaches out for the ball and scythes it away to deep point"
Hassan hits back after being taken for three boundaries in the over. Quick arm-ball from the left-arm spinner. Kamran committed to the sweep and did not make contact. He was pinned in front of middle. As plumb as it can get
"bowled'em. Two wickets in two balls for Quetta. Samuels isn't the man of this final? Ripper from Nawaz. This one pitches on leg stump, opens Samuels up, eats him up for dinner. The left-arm spinner hits the top of off stump. Sharp turn"
whipped away to square leg
"full and straight, worked to midwicket"
"short and angled in from over the wicket, beats the pull, and hits Nawaz high on the back thigh. Nawaz gestures a review, but we <b>don't have DRS for the final</b>"
"pushed through just a shade outside off, this does not spin, Shah opens the face and dabs to point"
"dragged short on off, Hafeez stands up tall and punches a single to long-off"
"good length on off, played back to the bowler"
extra-cover dives over the ball as this drive runs away to wide long-off
"tossed just a shade outside off, pushed to mid-on on the front foot"
"<b>Stumped off a wide</b>.The left-arm spinners Hassan and Nawaz are turning the tables on Peshawar. Shah shows his ace early, dances out. Hassan pulls his length back significantly and darts it down the leg side. Leg-side wide. Shah can't touch it. Sarfraz does the rest. Excellent comeback from Quetta"
"<b>nearly a return catch</b>. Unfair to call it a drop. Tossed up, dips on the batsman as he spoons the ball to the left of the bowler. He throws himself to his left but the ball does not stick"
worked to midwicket
"short on middle, punched down the ground for one"
"tossed up liberally on middle, tapped past the bowler's right"
"dug short and outside off, Hafeez is quick to rock back. Pulls in the air to deep midwicket"
"looped up, drifts in, as opposed to turning away. Beats the inside edge and hits the pad"
"short and darted in, hangs back and forces the ball to midwicket"
"slider on off stump, chopped square through the off side on the back foot"
"full and headed for the off stump, defended back to Babar"
"dragged short and outside off, pulled on the back foot to deep midwicket"
"flighted and drifts in, the batsman eyes the leg side and leading-edges it to long-off"
"good length on off, blocked back to the bowler"
"full-toss on off, forced away with the wrists, Nasim runs to his left from wide long-on and <b>lets the ball sneak through his legs</b> to the boundary"
slightly short on middle and leg stylishly pulled to deep square leg
"shortish and outside off, cuts on the back foot past a diving backward point for four. 11 runs off the over"
"tossed up full on off, jabbed to cover"
"more round-arm than usual, darted in, worked to leg"
"fractionally short on off, firmly pulled to deep midwicket on the back foot"
"arm-ball, short on off, cramps the batsman for room. Chopped out to cover"
"full-toss on off, hacked to long-on"
"good length, drifts in, beats the inside edge and raps the thigh"
full and slipping down leg - possibly a slower ball - wide
"just short of a good length and outside off, Ahmed throws his hands at a cut and miscues it to cover"
"back of a length on off, solidly punched past the left of a diving midwicket to long-on"
"short and outside off, stylishly pulled away to deep square leg"
"possibly a slower short ball outside off, the batsman sways his upper body out of the way"
"short and outside off, flat-batted away to cover"
"yorker down the leg side, wide. There was a clicking noise - perhaps came from bat hitting pad"
"slightly short on off, shovel-pulled away to deep midwicket"
"back of a length on off, whipped to deep midwicket"
"short and outside off, the ball isn't coming into the bat now. Heaved to deep midwicket"
"The Professor's lecture is over! Two fielders converge on the ball - deep midwicket running to his left and long-on running in - Nawaz pouches it running in from long-on. Emrit dug it short and outside off, Hafeez has to fetch a pull. Ends up skying a catch"
"<b>Emrit produces a double-strike</b>. Takes this third of the match. Nice and full, angled in from over the stumps, sort of skids on, Ahmed plays across the line and does not touch the ball. He is trapped in front of middle. This was plumb too"
"good length, angled in, and seams away outside off, past the loose waft"
Emrit rolls his fingers across this cutter and beats Jordan again
"slides on, very full on off, forward-defensive"
"pushed through full on off, stops on the batsman, Sammy lines up for a big loft, then checks his shot and pushes the ball along the ground to long-off"
"turn and bounce outside off, jumps past the hanging bat. Excellent bowling from Nawaz"
"tossed up slower on off, bunted down to long-on. Jordan eyes two. No, it's not there"
"back of a length on off, punched to cover, the fielder (Ervine) looks up before collecting the ball and fumbles. Sammy sneaks a single. A clean pick-up from Ervine <strong>could have created a run-out chance</strong>"
"fired fast and outside off, Jordan swings and does not connect. What a spell from Nawaz. He <strong>finishes with 4-0-15-1 in a big final</strong>"
"back of a length and outside off, Sammy clubs it away in the direction of deep square leg"
"length and outside off, Sammy clears his front leg and looks to mow it down the ground. Ends up getting a thick outside edge that flies past a diving Sarfraz. First boundary since the 14th over"
"short and outside off, Sammy ends up dragging a pull to deep midwicket"
"short of a length on off stump, Jordan places the pull well, finding the gap between deep square and deep midwicket. It wasn't middled, though"
"full slower ball, jags in and hits the pad"
full on off stump - right in the hitting slot - Sammy sizes it up. Opens up his hips and tugs the ball towards the sightscreen. <b>18 runs off the over</b>
"yorker just outside off, Jordan can only squeeze a single square through the off side"
"length and outside off, Sammy unleashes his power again. He sits deep in the crease and swings it stylishly over long-on. What a clean strike"
"Sammy does it again. Chants of 'Sammy Sammy' at the Gadaffi Stadium. Just short of a good length and outside off, Sammy clobbers it, clears long-on"
"Anwar replies with an inch-perfect off-stump yorker, dug out. Sammy applauds Anwar after taking the single"
"another off-stump yorker, top ball, squeezed back to Anwar who fumbles to his left. Just one"
"pretty full and outside off, it was in the hitting slot, Sammy swings at it again. Loses his shape and connects with only thin air. They don't chance the bye either"
"back of a length and outside off, slashed to point"
"pitched up and outside off, encourages the drive. Forward and stroked to mid-off"
"some swing for Hasan. Nice and full, shapes away outside off, past the flash"
"length ball on off, jabbing drive to mid-off"
"back of a length on off, Hasan cramps Shehzad for room. Played back to the bowler"
"keeps it on a back of a length on off stump, Shehzad punchily drives a single to mid-off"
"starts off with a full non-turning ball, misses the sweep, hit on the front pad outside the line of off I think. He weathers the lbw appeal"
"full on middle, pushed to midwicket"
"short fine leg swoops down on the ball and nails a direct hit. Excellent work from Hasan, catches Van Wyk short. The batsman uses his feet, attempts a flick, and inside-edges the ball to Hasan. Van Wyk eyes a risky single but it sent back by Shehzad. He can't make it in time"
"tossed up on off, defended back"
"full and outside off, tapped to cover on the front foot"
"full and around off, push-driven to long-off"
"Down the track, heaves at the ball and squirts an inside edge to long leg"
"slower short ball outside off, might have been a cutter, slashes early in the air to the left of backward point. Yes, this  offcutter gripped in the surface"
"that's a gem! Good length, angled in, and cuts away viciously past the outside edge. Unplayable"
"<strong>Sammy drops a catch at slip</strong>! Pitched up and outside off, Shehzad reaches out for a drive, plays away from the body, and nicks it behind. The ball hits Sammy's chest and goes down. It just flew to slip. Sammy was late to react"
"back of a length and angled in, Anumul eyes the leg side and ends up squirting a leading edge towards point"
"short on off, hits the splice of the bat, the ball rolls to mid-on"
