"length at leg stump, allows it to slide on and closes the face for a single at fine leg"
"nice flowing drive, straight to mid-off. It's full and just outside off. No movement at all and this makes a nice sound off the bat"
"short of a length just outside off, mistimed cut into the covers"
nicely done. Full on the pads and he's stable as this lands in his area. Chips it over wide mid-on
"full outside off, driven to mid-off off the low part of the bat"
"length at off stump, defended solidly down the pitch"
yorker length just outside off. Digs it out into the off side
"<b>gets it over point</b> but he wasn't in control. That swung away late from a good length, but he had plenty of room wide outside off. Was looking to slap that through cover"
"length on off stump, punched firmly to mid-off"
"length at off stump, nicely behind the line to defend this"
"<b>clears the boundary</b> with a drive off the toe-end! Munro with the full swing, and barely any connection has managed to clear the long-off boundary. Overpitched ball outside off and it was a good option, even if the execution wasn't all there"
"<b>Hafeez pedals backwards and holds on at mid-off!</b> That's a poor shot from Munro. Could have done all the things he did last ball to get the result he was looking for here, but he has looked to go across the line at a length ball. It's at off stump, he's looking to go wide of mid-on. Gets it off the toe-end again and Hafeez does very nicely to track this to his right as he jogs backwards and lunges to hold on"
"short of a length just outside off, opens the face and runs this down to third man"
"length just outside off, tapped on the up to point"
"short and wide outside off, swishes and misses"
"length on middle stump, nudged to mid-on's left against the angle"
"length on middle stump, defended into the midwicket region"
"length just outside off, defended off the front foot"
yorker at leg stump and Worker is late bringing the bat down on this. But it deflects fine off his pad
"<b>runs away fine</b> but this time there's no chance for anyone to get a touch on it. It's length, it's angled well down leg side"
"length outside off, left alone"
"<b>they've got Williamson!</b> New Zealand's captain taking a stroll down the pitch at the non-striker's end, hasn't even had the chance to react as Shaheen gets a finger before the ball hits the stumps. It's a length ball on off stump, punched on the up back at the bowler who can't collect cleanly. But he'll collect the wicket with glee. Shaheen has punched a hole into New Zealand's top order"
"overpitched ball wide outside off, sweet connection on the cover drive and it looks to be flying away through extra cover on the bounce before that fielder leaps to his left to get a hand on it"
"length on the pads, whipped to fine leg with the angle"
full and slanted across the corridor. Left alone
length and angled away outside off. Left alone
"full outside off, driven on the bounce to point where Shadab flies to his left to parry it in cover's direction"
"length outside off, sliced on the up and Shadab flies the other way this time to save runs. High to his right"
"length at off stump, blocked on the front foot"
"length at off stump, squeezes it away from his body into the off side"
"length on middle stump, tapped to midwicket on the up"
"<B>beautiful.</b> Expertly done from Ross Taylor. This is full and cutting away from middle and off, but he's got his head over the line and not allowed that to move too far away. Clipped wide of mid-on and the fielders have no chance"
"full on leg stump, nudged behind square with a closed face"
"length outside off, left alone"
"length just outside off, dropped into the off side with soft hands"
"full on middle stump, mistimed punch to mid-on"
"short of a length just outside off, guides it straight to backward point on the bounce"
full and down leg side. Worker swipes at it but can't connect
"length on middle stump, turned behind square on the leg side off the pads"
"length just outside off, tapped on the up to point"
"length on off stump, tapped on the up to mid-off"
"length outside off, bat-pad situation as he looks to defend on the front foot. He was outside the line and the half-appeals are turned down"
"length on middle stump, defended down the pitch"
"short of a length just outside off, guided to third man with an angled bat"
"length on middle stump, defended to midwicket on the front foot"
"short of a length outside off, rises steeply as he shuffles to get behind it and open up the leg side. Thumps his thigh guard as he looks to pull"
"length and in at off stump, defended into the leg side with a closed face"
"<b>oh dear.</b> An effort so deliciously dual-natured, it could only have come from Pakistan. Short of a length and in at middle stump. He short-arm pokes it behind square with the attempted pull. Imam gives chase and slides nicely to his left as he picks it up. Then he looks to flick it to the fine leg fielder running towards him and ends up lobbing it over him...and into the boundary"
"length at off stump, defended off the back foot"
shot. Length and in at off stump. Shuffles and manages to get behind the line this time. Uses the climb up at him to clear square leg with a flick
"length on off stump, tapped to mid-on with the angle"
"length and just outside off, opens the face and runs it to third man"
"length on off stump, mistimed drive to short extra's left. He dives but can't collect cleanly and they steal a single"
"<b>appeal for lbw.</b> Might have been going over. He belts it in at a length and it's headed on an off stump line. Worker looks to whip it but is trapped in the crease, at about thigh height"
"full on middle stump, mistimed drive to mid-on"
length outside off. Jumps into line and clips this to mid-on
"length outside off, sliced on the up through cover. A hand on it from Imam but he won't collect cleanly. They pick up two as a result of the deflection"
<b>in control</b> and behind the line as he punches this past the non-striker. Length ball angles in and he's right on top of it as he offers the full face
"full outside off, defended on the front foot"
"length and in at off stump, tickled behind square with a flick"
"length just outside off, blocked on the front foot"
"length outside off, defended to cover off the front foot"
lunges forward and works this indrifter to midwicket
tucks it away with the angle to square leg
looks to paddle fine but misses it completely. Sarfraz fumbles down leg and they take a bye. Wasn't far from leg stump.
"pushed through quicker on off, defended."
steps out and works this down to Shaheen Shah Afridi at long-on
"punched to midwicket, where Shadab dives to his left and stops."
"slower and fuller delivery angling in, defended back"
"opens the bat face late to steer this down to Afridi, who is extremely agile running around the ropes to cut that off. <b> He had to get to the ground floor from the fifth floor, which he did in a jiffy! </b> (Okay, sorry)"
"steered down to third man again, Afridi's your man stopping it."
"super shot! Hint of width and Taylor slaps this on the bounce over point, third man comes around to cut that off. Taylor's favourite shot the square drive. Faheem with the charge followed by the slide and a parry to Imam"
turns this into the leg side to midwicket
works this off a thick inside edge to midwicket
works this towards short midwicket again.
steps out and works this down to long-on
punches this to midwicket
"tossed up but this skids through from a length on off, defended back to Hafeez. Literally  no pace to work with for Taylor"
"drifts in and skids through, leading edge that rolls back towards the bowler."
"nice flight, lands this just outside off, Taylor stabs this away."
"gets this to jag back in off a length from outside off, defended from the crease."
walks across the stumps and bunts this length delivery to third man for an easy single
slips this down leg from round the stumps. Some exercise for Nigel Llong.
"hits the hard length again, some bounce off the deck as well but Taylor has the line covered as he defends."
gets half a stride in as he punches this into the covers.
top-edges the pull but this one just eludes Sarfraz and rolls towards fine leg.
tucks this wide of midwicket
works this towards the man coming in from deep midwicket for another single
"makes room and whips this to short midwicket, the ball is parried towards mid-on as they take a single"
"<strong>he's cleaned him up!</strong> Worker steps out to whip this, but the ball drifted in a long way, dipped on him and beat his swing to crash into middle. Played all around it, got into a tangle and has to go. Worker's struggle is over and they'll grab a drink."
works this towards deep midwicket to get off the mark.
"what happened there? Hafeez attempted to lob this up to entice him to drive, but the ball slipped out completely and ended up going so high. As it descended, Taylor, who could've well let it go, looks to give this a proper whack, but misses altogether. Everyone has a laugh, wide called. <strong>Taylor should really be kicking himself for missing out</strong>"
punched towards mid-on.
stands tall and defends back
"slips this length ball into middle and leg, beaten by the pace. The ball deflects off the pad into the off side."
punches straight to point.
"driven back, <b> nearly a return catch on his followthrough. </b> Took a while for him to react on is followthrough. <b> Will go down as a chance, a tough chance. </b>"
punched on the up but straight to Shadab at point.
"this is a sensational yorker, one that would've made Wasim Akram proud. Full, dead straight to begin with, but it tails in really late to surprise Latham, who jams his bat down to keep it out but ends up playing down the wrong line. The ball sneaks through the inside edge to smash the stumps. This is excellent, excellent bowling. Let off earlier in the over, but can't make Pakistan pay. What a bowler this Shaheen Shah Afrifdi. Pakistan are chipping away!"
"tossed up outside off, defended back."
lunges forward and defends back.
works this off a length to midwicket
"slower length ball, punched down to long-on"
chops this away into the off side as he attempts a cut
slider which he punches back to the bowler.
"angles in a length delivery from round the stumps, defended towards midwicket"
"mistimes a drive, but into the gap between cover and mid-off."
"width, steered down to square third man."
wrists this from outside off towards midwicket for a quick single.
another yorker which he looks to squeeze behind point bus misses. This was off-target. Superb bowling.
"right behind the line, gets in a proper forward stride as he keeps that out."
turns this gently towards short mid-on.
"looks to paddle, then ends up tucking it into the gap between midwicket and square leg."
"nice flight, lands this on off, Nicholls is properly forward as he blocks."
goes right back and across as he defends.
"nice flight, properly forward as he smothers the spin."
makes a bit of room and punches this shortish delivery to sweeper cover.
punches this full toss down to long-on
"spins away from a length outside off, Taylor shapes to cut but leaves in the end."
driven with the spin to Imam at short cover.
"hint of width, forced through the line to sweeper cover."
"driven down to long-off, got right to the pitch of the ball that time"
googly which he reads off the pitch and tucks to the leg side.
"length at off stump, stabbed into the cover"
"length on off stump, tapped to extra cover on the up"
short of a length and skidding into middle stump. Punched to long-on
