"short of a length on the pads, deflected behind square leg off the thigh"
"good length and in at leg stump. Gets on the back foot and is trapped on the pad. But there's an inside edge it appears, the appeal is turned down"
"good length on leg stump, pushed to mid-on on the up"
"back of a length at off stump, defended to point off the back foot"
good length and slanted across the corridor. Hangs the bat out at this and is beaten on the outside edge
"length on the pads, can't get bat on the flick. It's deflected to short fine off the pad"
back of a length and just outside off. Punched to cover off the back foot
"good length on off stump, nudged wide off the inside half of the bat. Pushing in front of the body with hard hands"
"strikes him on the pad, right in front of middle stump as he looks to flick off the back foot. But that's pitched outside"
"<b>clean bowled!</b> Hafeez steps out and hoicks across the line to miss a straight one. Length ball at the stumps, nothing complicated from the bowler. Smacks middle stump"
beats the outside edge with the angle. Length ball slanted across him and his jab is not productive
"beaten again. Digs this into the pitch, slants it across off stump and Smith fishes away from the body off the back foot"
"short of a length and into the pads. Once again, no significant connection as he looks to flick. It trickles out to short fine"
short of a length just outside off. Just enough room to free his hands and hurriedly jab this between point and cover point
good length and in at middle stump. Defended off the back foot
<b>inside edge</b> as he looks to cut. This is angled in and is short. Too quick for him
back of a length and in at off stump. Closes the face early on this and gets a leading edge to point
good length and in at off stump. Defended to point off the back foot
"good length on off stump, punched straight to mid-off on the up"
"length ball on leg stump, gets the front leg out of the way and drags this to deep square with an ugly heave"
"good length and in at leg stump. Big appeal as it pings him on the pad. Pitching outside leg, hitting outside leg"
"back of a length on off stump, defended off the back foot"
"back of a length on leg stump, nudged to fine leg off the back foot"
"length on off stump, punched firmly to mid-off"
"good length on off, punched into the off side on the up"
"buh bye. Akmal gets the front leg out of the way and gets a little cramped by this short ball, but the bat speed is sufficient as he clubs this, flat-batted and over long-on"
swings across the line again but this time he gets an inside edge. Fuller from the bowler and this won't go past midwicket
superb hit. Straighter this time and fully in control. Length ball skidding in from outside off. The front leg is out of the way and he drills it over the bowler
"good length and in at leg stump, nudged wide of mid-on from the crease"
<b>falls short of extra cover.</b> Doesn't lean in to this length ball outside off and ends up chipping it
"offcutter, on a length at leg stump. Waits for it to arrive and nudges it through square leg"
"back of a length on leg stump, pings off the inside edge as he looks to defend on the back foot"
"puts away the bouncer. Again, he's cramped a tad, but he puts in a swivel and lifts this from in front of his chest. Gets it wide of deep square"
"good length on leg stump, nudged to midwicket on the up"
"good length just outside off, punched to mid-off on the up"
"good length on middle stump, defended solidly from the crease"
"full on off stump, driven to sweeper cover off the front foot"
good length outside off. Thick outside edge as he defends on the front foot
"drops it short and gets punished. Even when he's having a shaky start, Smith will put this away. Lots of time outside off and he pummels it over midwicket"
length ball tossed up wide outside off. Looks to hammer it on the up through cover. Gets an under-edge into the off side
"full on leg stump, flicked to deep midwicket"
<b>it's high</b> and it just clears the straight boundary. Didn't get to the pitch of this as he looked to go over long-on. Ended up slicing it a touch but he's got enough on it
"slider floated up at off stump. Looks to drive with the turn through cover. There is not turn, of course. It dribbles down to long-on"
"<b>holes out to long-on.</b> Comes on a bit too quickly for him and his attempted slog is dragged off the toe-end of the bat. Mind you, it's still headed for six and long-on has to take this right at the edge. Does it with some comfort in the end"
"good length on off stump, defended on the front foot"
"flipper, back of a length and headed at off stump as he backs away. Just gets bat on this cut to point. Afridi thinks there's pad on it first, though. He has convinced Morgan to <b>take the review</b>. It's not out, the pad is nowhere near That's their review gone"
"tossed up on middle stump, jammed out to long-off"
"back of a length on off stump, defended down the pitch off the back foot"
"full toss outside off, punched to sweeper cover"
"tossed up wide outside off, squeezed to sweeper cover off the front foot"
<b>dropped at sweeper cover.</b> A simple catch goes down. Colin Ingram runs in and puts in a reverse cup too late - indicated by this crouching stance as the ball dips. Akmal looked to go inside out and ended up slicing this
"short of a length and just outside off, sliced to sweeper's left"
"length on off stump, pushed to extra cover off the front foot"
good length just outside off. Thick outside edge as he looks to defend
"back of a length on middle stump, lifted towards long-on off the back foot"
good length and into the pads. Looks to flick and cops it on the front pad outside leg stump
full and into the pads. Flicked to deep square
"full on off stump, driven uppishly to long-off off the front foot"
dropped short at off stump. Gets deep in the crease and pulls straight to deep midwicket
back of a length and in at off stump. Backs away and looks to cut but this skids on past and takes the under-edge
full ball lobbed up on leg stump and he steps down the track to meet this at the pitch before drilling it flat over the bowler's head
"full on off, steps out and drives to sweeper cover"
"full on leg stump, driven against the turn to long-on"
length ball on middle stump. Heaves across the line with the sweep and gets it between deep midwicket and deep square off the inside edge. Bopara sprints to his right and relays it to his team-mate with a slide
steps out against a short ball but goes through. Allows it to sit up and spanks it between deep midwicket and long-on. <b>That's his fifty</b>
"short of a length outside off, chopped straight to point"
"full outside off, driven down the ground to long-off"
"good length on off stump, defended to cover off the front foot"
"loopy length ball pushed wide down leg side. He reaches out and paddles it, but can't get it too far beyond short fine"
"short of a length outside off, under-edges a cut to point"
"whipped to the square leg boundary. Full toss fired in, seam-up, and he just gets his wrists to whip hard at this"
"length outside off, drops it into the covers with soft hands"
full ball outside off. Reaches out to drive but yorks himself. Gets it down to long-on off the inside half
"length outside off, backs away and slaps it to sweeper cover"
"<b>lobbed to deep square.</b> Offcutter hung slow outside off. He goes with the turn after getting a long way down the pitch. Fine leg is in so perhaps he was looking to go fine, but the slow pace meant he played this very early. Whipped it straight to the fielder"
"back of a length just outside off, steered to third man with an open face"
short of a length outside off. Walks down at it and looks to drop it in front of point for a cheeky single. He's sent back
full and dipping in from outside off. Looks to drive through cover and is beaten
"<b>slices it towards long-off</b> after being beaten in flight. But he gets six as the fielder tracks back and tips this over the fence. Completely misjudged that, both the batsman and the fielder"
"no deception here. He reaches out, gets to the pitch of this length ball outside leg and launches it 90 metres over square leg with a slog sweep"
"short of a length wide outside off, slashes hard and gets it over point. Sweeper cleans up"
"short of a length outside off, nudges it to short third man"
"full outside off, looks to crash this through the covers, gets it to long-on off the inside edge"
"<b>beaten in flight once more</b> but Nasim's adjusted superbly. Holds his shape as it comes into him from short of a length and uses his forearm strength to force this straight, on the rise, and clear the boundary"
"bludgeoned! They don't believe in fours. Hangs deep in the crease, allows the offcutter to land in his area and smacks it straight over the bowler"
"slower ball at middle stump, clears the front leg and drags it out to deep square off the inside half"
"slower ball wide outside off, walks at it and squeezes it out to sweeper cover"
slower ball at a length outside off. Backs into the off side and ramps it towards long leg
"slower ball, back of a length and in at off stump. Steps out and drags it to the square leg boundary. Not in control, but he's managed to bisect the fielders in the deep"
"length ball on off stump, walks at him again and whips to deep square"
"short of a length outside off, dropped pitch side with soft hands to take the single"
"<b>gets too far under this</b> and then long-off comes under this. It's Bopara, who had pushed that last one over the fence. No fear of that this time, he runs in and takes it with a reverse cup. Length ball outside off and all of Akmal's weight was going backwards. Got this really high"
<b>nearly chops onto</b> the off stump. Short of a length and angled in at the corridor. Looks to chop to third man and gets it to roll to the keeper instead
"length ball outside off, gets down for the ramp but can't get connection on it. Deflected to short fine's left"
"back of a length at off stump, defended back to the bowler"
"back of a length outside off, pushed to extra cover off the toe-end. What an over, only two off it"
walks down the pitch and yorks himself outside off. Jams it down to long-on
"full ball into the leg stump, heaves across the line but gets it off the thick inside edge to deep midwicket"
pumped! Stunning hit from Nasim. Short of a length ball coming in at middle stump and he plonks onto the front foot and swats this over the square leg boundary
"that should be a no-ball, despite the fact that he's stepped out. It's a beamer that he drags from chest height to deep midwicket. Apologises to the batsman straight away. Should probably apologise to his team too, a <b>free hit</b> is coming up"
"<b>shot!</b> Stands deep in the crease, full toss in at leg stump but he gets his bat straight under it - from the direction of the keeper - and lofts it with full extended arms, straight over the bowler"
"dropped short and it's another six. Too easy for Sammy there. Length ball and it's there for the pull. He shrugs at the bowler too, because that's come off the toe end. Pull shot to clear square leg"
oh what a shot. That's the sixth six off Irfan's bowling. A full toss wide outside off and he reaches out to open the face and send it sailing over extra cover. Superb hands
"walks around the crease, draws a full and wide ball outside off. Then chucks his bat at it and gets a thick outside edge to third man"
"dropped short on the leg stump, he hangs deep in the crease and with a short-arm jab, he tickles this fine"
"another! Oh this is getting insane. Three sixes in a row, followed by three fours. A full toss on the pads and all he has to do is find the gap with a flick. Does it well, gets it well wide of fine leg to his left"
"full on leg stump, jammed out to deep midwicket off the front foot"
nails the yorker outside off and then kicks the turf in frustration. Sammy can't get bat on it
knee-high full toss outside off. Prime for a clobbering but Sammy misses the line and then the ball
"tonks leg stump. Length ball fired into the body from around the wicket, cramps him for room but forces him to swing across the line. He misses and is cleaned up. A good innings though from the youngster"
yorker and in at leg stump. Can't do anything more than block this back towards the bowler
"back of a length outside off, clears the front leg and a mistimed punch to mid-off"
